Position,file.name,file.extension,FISH,n.cells,eliminate,generations,newick
80,results_080_081,.txt,1,15,,4,"((((190_1:4,190_2:4):63,(216_1:26,216_2:26):67):54,((216_3:29,216_4:29):69,(216_5:40,216_6:40):58):49):41,(((216_7:40,216_8:40):53,(216_9:39,216_10:39):54):54,(183_10:62,(216_11:51,216_12:51):43):53):41);"
6,results_006,.txt,1,35,"16,15,17,19,20,11,9,12",4,"((((((216_1:7,216_2:7):53,(216_3:2,216_4:2):58):45,((216_5:16,216_6:16):44,(216_7:8,216_8:8):52):45):53,((216_9:52,216_10:52):53,(216_22:52,216_23:52):53):54):44,(((186_7:34,174_8:22):46,((216_11:16,216_12:16):46,(216_13:15,216_14:15):47):47):51,((216_15:68,(216_16:20,216_17:20):47):40,((216_18:13,216_19:13):48,(216_20:12,216_21:12):49):46):53):42):8,((84_1:65,81_2:62):17,(((160_15:51,161_15:52):54,((170_15:0,170_19:0):58,172_15:61):56):52,(108_7:60,(153_12:62,166_15:75):42):46):0):0);"
7,results_007,.txt,1,19,,4,"(((176_1:67,(210_1:45,191_2:26):55):45,(172_4:65,192_2:85):43):48,(((216_1:58,216_2:58):42,((216_3:11,216_4:11):46,(216_5:8,216_6:8):49):42):60,(((216_7:31,216_8:31):39,(216_13:27,216_14:27):43):42,((216_9:29,216_10:29):44,(216_11:28,216_12:28):45):39):47):39);"
12,results_012,.txt,1,16,,4,"((((216_1:39,216_2:39):47,(216_3:40,216_4:40):46):41,(156_3:23,159_3:26):45):45,((((216_5:1,216_6:1):48,(216_7:1,216_8:1):48):35,(216_9:43,216_10:43):42):44,((216_14:45,216_11:45):41,(216_12:40,216_13:40):46):43):43);"
15,results_015,.txt,1,13,,3,"((((216_1:11,216_2:11):82,(216_3:7,216_4:7):86):75,((216_5:26,216_6:26):72,(216_7:25,216_8:25):73):70):44,(108_3:65,((192_7:3,189_6:0):78,(216_9:27,216_10:27):78):66):41);"
34,results_034,.txt,1,0,,4,"((((216_1:60,216_2:60):44,(216_3:56,(216_4:1,216_5:1):54):48):57,(163_5:51,203_5:91):58):49,(((216_6:54,216_7:54):55,((216_10:3,216_11:3):56,216_12:60):49):57,((192_9:52,(216_8:20,216_9:20):55):44,(216_13:64,192_13:40):56):46):44);"
8,results_008,.txt,1,,,4,"((((((216_1:3,216_2:3):57,(216_3:0,216_4:0):60):39,(216_5:57,(216_6:10,216_7:10):46):43):45,(162_5:37,154_4:29):55):35,(126_5:57,112_4:43):35):31,((((((216_8:20,216_9:20):42,(216_10:24,216_11:24):38):40,((216_12:17,216_13:17):44,(216_14:20,216_15:20):41):41):41,130_7:60):42,(120_8:55,118_9:53):37):25,(216_16:161,216_17:161):53):0);"
23,results_023,.txt,1,,,4,"(((116_1:6,(216_1:57,216_2:57):48):42,((216_3:57,216_4:57):50,((216_5:6,216_6:6):53,(216_7:0,216_8:0):59):47):40):42,(((216_9:42,216_10:42):57,(216_11:47,216_12:47):52):52,((216_13:41,216_14:41):60,(216_15:51,216_16:51):50):50):38);"
44,results_044,.txt,1,,,4,"(((154_1:47,(216_1:53,216_2:53):55):72,(137_3:52,127_4:42):50):32,((((216_3:13,216_4:13):63,(216_5:27,216_6:27):49):53,((216_7:25,216_8:25):47,215_9:72):57):52,(126_7:41,127_7:42):52):30);"
49,results_049,.txt,1,,,4,"(((109_6:23,111_5:25):38,184_8:137):43,(((216_9:72,184_6:40):52,(177_6:28,(216_7:24,216_8:24):42):57):45,(((216_4:30,216_5:30):52,216_6:83):45,((216_1:2,216_2:2):72,216_3:75):53):41):41);"
50,results_050,.txt,1,,,4,"((((216_3:31,216_4:31):61,(216_5:34,216_6:34):58):60,((216_7:30,216_8:30):62,(216_9:30,188_10:2):62):60):42,((216_1:22,216_2:22):122,(214_3:77,192_3:55):65):51);"
60,results_060,.txt,1,,,4,"((154_1:46,(216_1:52,216_3:52):55):67,((216_2:43,216_4:43):65,(216_5:35,216_6:35):73):66);"
72,results_072,.txt,1,,,4,"(((139_1:61,117_2:39):46,(((216_1:27,216_2:27):54,(216_3:25,216_4:25):56):54,((216_5:13,216_6:13):62,(216_7:26,216_8:26):49):60):47):29,((((216_9:0,216_10:0):79,150_6:14):54,(211_10:76,196_10:61):53):47,(93_7:20,94_7:21):39):31);"
75,results_075,.txt,1,,,4,"(((131_1:35,132_1:36):48,106_3:59):45,(((215_1:66,(216_1:5,216_2:5):61):56,(203_3:46,216_3:59):64):48,(((216_4:13,216_5:13):55,216_6:69):55,((216_7:31,216_8:31):48,(216_9:31,216_10:31):48):44):47):41);"
26,results_026,.txt,1,,,4,"((((216_1:48,216_2:48):49,(216_3:51,216_4:51):46):53,(187_5:67,(216_5:2,216_6:2):93):55):52,133_5:122);"
46,results_046,.txt,1,,,4,"((((216_1:41,216_2:41):53,(216_3:35,216_4:35):59):68,(216_5:87,216_6:87):76):45,(((216_7:13,216_8:13):70,(216_9:13,216_10:13):70):79,(173_7:52,167_8:46):68):45);"
